row,chars,conf
7673,"Superman, Wonder Woman, The Flash, Green Lantern, Batman, Aquaman",🟢
7674,"Superman, Cyborg, Green Lantern, Aquaman",🟢
7675,"Green Lantern, Hawkman, Grundy",🟢
7676,"Cyborg, Green Lantern, Hawkman",🟢
7677,"Green Lantern, Black Canary, Hawkman, Zatanna, Firestorm, Captain Cold, Grodd",🟢
7678,"Superman, Wonder Woman, Batman, Green Lantern, The Flash, Hawkgirl",🟢
7679,"Green Lantern, The Flash",🟢
7680,"Supergirl, Lex Luthor",🟢
7681,"Black Manta, Cheetah, Poison Ivy, Lex Luthor",🟢
7682,"Wonder Woman, Clayface",🟢
7683,"Superman, The Flash, Green Lantern, Wonder Woman, Cyborg, Aquaman, Batman",🟢
7684,"Cyborg, Hawkgirl, Green Lantern, Wonder Woman",🟢
7685,Batman,🟢
7686,"Wonder Woman, Superman, Batman",🟢
7687,"Wonder Woman, Black Adam, Hawkman",🟢
7688,"Supergirl, Cyborg, Green Lantern, Hawkgirl, Stargirl, Green Arrow, Animal Man, Vixen",🟢
7689,"Starfire, Cyborg, Green Lantern, Hawkgirl, Captain Atom, Booster Gold, Vixen",🟢
7690,"Wonder Woman, Cyborg",🟢
7691,"Supergirl, Hawkgirl, Starfire, Green Lantern",🟢
7692,"Supergirl, Stargirl, The Flash",🟢
7693,"Hawkeye, Red Arrow, Green Arrow, Speedy, Deathstroke",🟢
7694,"Superman, Batman, Wonder Woman, The Flash, Green Lantern, Hawkgirl, Martian Manhunter",🟢
7695,Starro,🟢
7696,"Supergirl, Red Lantern",🟢
7697,"Superman, Batman, Wonder Woman, The Flash, Green Lantern, Aquaman, Cyborg, Lex Luthor",🟢
7698,Poison Ivy,🟢
7699,"Superman, Wonder Woman, Batman, The Flash, Green Lantern, Hawkgirl, Martian Manhunter",🟢
7700,"Stargirl, Hourman, Starwoman",🟢
7701,"Superman, Wonder Woman, Batman, The Flash, Green Lantern, Aquaman",🟢
7702,"Superman, Batman, Wonder Woman, The Flash, Green Lantern",🟢
7703,Vibe,🟢
7704,"Hawkgirl, Power Girl, Booster Gold",🟢
7705,"Superman, Batman, Wonder Woman, The Flash, Green Lantern, Hawkman, Cyborg, Aquaman, Martian Manhunter",🟢
7706,"Nightmaster, Wonder Woman, Aquaman",🟢
7707,"Blue Devil, Detective Chimp, Justice League Dark",🟢
7708,"Superman, Batman, Wonder Woman, The Flash, Green Lantern, Hawkgirl, Martian Manhunter",🟢
7709,"Superman, Wonder Woman, Batman, The Flash, Green Lantern, Hawkgirl, Martian Manhunter",🟢
7710,"Superman, Wonder Woman, Batman, The Flash, Aquaman, Green Lantern, Hawkman, Etrigan the Demon",🟢
7711,"Swamp Thing, Wonder Woman",🟢
7712,"Wonder Woman, The Flash, Mordru",🟢
7713,"Wonder Woman, Zatanna",🟢
7714,"Zatanna, Constantine",🟢
7715,"Wonder Woman, Big Barda, Fury",🟢
7716,"Eclipse, The Flash",🟢
7717,"Superman, Batman, Green Lantern, The Flash",🟢
7718,"Superman, Wonder Woman, Green Lantern, The Flash",🟢
7719,"Vixen, Catwoman, Red Arrow, Stormwatch Engineer",🟢
7720,"Firestorm, Wonder Woman, Batman",🟢
7721,"Constantine, Shazam",🟢
7722,"Peter Quill, Rocket Raccoon",🟢
7723,"Star-Lord, Groot, Gamora, Drax, Rocket Raccoon, Iron Man",🟢
7724,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7725,Rocket Raccoon,🟢
7726,Gamora,🟢
7727,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Angela",🟢
7728,"Angela, Gamora",🟢
7729,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Vance Astro",🟢
7730,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7731,"Thanos, Star-Lord, Gamora, Rocket Raccoon, Drax, Groot",🟢
7732,"Star-Lord, Gamora, Rocket Raccoon, Drax the Destroyer",🟢
7733,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Jean Grey",🟢
7734,"Star-Lord, Gamora, Nova, Drax the Destroyer",🟢
7735,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Thanos",🟢
7736,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Ronan, Nebula",🟢
7737,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Captain Marvel",🟢
7738,"Star-Lord, Rocket Raccoon, Drax the Destroyer, Groot, Gamora",🟢
7739,"Star-Lord, Rocket Raccoon, Gamora, Drax the Destroyer, Groot",🟢
7740,"Thanos, Nova",🟢
7741,"Star-Lord, Iron Man",🟢
7742,Thanos,🟢
7743,"Star-Lord, Gamora, Drax the Destroyer, Rocket Raccoon, Groot",🟢
7744,"Guardians of the Galaxy, Agent Venom, Drax, Rocket Raccoon, Groot, Gamora, Star-Lord",🟢
7745,"Rocket Raccoon, Groot",🟢
7746,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Black Venom, Nova, Cosmo, Warlock, Mantis",🟢
7747,"Gamora, Star-Lord, Angel, Rocket Raccoon",🟢
7748,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7749,"Star-Lord, Groot, Rocket Raccoon, Gamora",🟢
7750,"Gamora, Star-Lord, Drax the Destroyer, Rocket Raccoon, Groot",🟢
7751,"Star-Lord, Groot, Rocket Raccoon, Gamora, Drax the Destroyer, Iron Man",🟢
7752,Gamora,🟢
7753,"Star-Lord, Groot, Rocket Raccoon, Gamora, Drax the Destroyer, Iron Man",🟢
7754,"Iron Man, Captain America, Thor, Black Widow, Hulk",🟢
7755,"Angela, Rocket Raccoon, Gamora, Drax, Star-Lord",🟢
7756,"Gamora, Drax, Rocket Raccoon, Star-Lord",🟢
7757,"Gamora, Thor",🟢
7758,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7759,"Loki, Star-Lord, Gamora, Rocket Raccoon, Drax, Groot",🟢
7760,"Gamora, Star-Lord, Rocket Raccoon, Drax",🟢
7761,"Peter Quill/Star-Lord, Gamora, Drax the Destroyer, Rocket Raccoon, Groot",🟢
7762,"Star-Lord, Gamora, Drax the Destroyer, Rocket Raccoon, Groot",🟢
7763,"Gamora, Star-Lord, Rocket Raccoon, Groot, Drax the Destroyer",🟢
7764,"Star-Lord, Gamora, Drax the Destroyer, Rocket Raccoon, Groot",🟢
7765,Star-Lord,🟢
7766,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7767,Star-Lord,🟢
7768,"Rocket Raccoon, Groot",🟢
7769,"Rocket Raccoon, Groot",🟢
7770,Guardians of the Galaxy,🟢
7771,"Star-Lord, Gamora",🟢
7772,"Deadpool, Doctor Strange, Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Yondu",🟢
7773,"Star-Lord, Groot, Rocket Raccoon, Gamora, Drax",🟢
7774,"Star-Lord, Rocket Raccoon, Groot, Gamora, Drax the Destroyer",🟢
7775,"Groot, Rocket Raccoon, Star-Lord, Gamora, Drax",🟢
7776,"Gamora, Drax, Star-Lord, Rocket Raccoon",🟢
7777,Guardians of the Galaxy,🟢
7778,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Nebula, Mantis, Cosmo, Adam Warlock",🟢
7779,"Thanos, Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Nebula",🟢
7780,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Nebula",🟢
7781,"Star-Lord, Gamora, Drax, Rocket, Groot",🟢
7782,"Thanos, Gamora, Rocket Raccoon",🟢
7783,Unknown,🔴
7784,"Star-Lord, Gamora, Drax, Rocket, Groot",🟢
7785,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Nebula",🟢
7786,"Star-Lord, Rocket Raccoon, Groot, Gamora, Drax the Destroyer, Nova, Mantis, Cosmo",🟢
7787,"Groot, Rocket Raccoon",🟢
7788,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7789,"Star-Lord, Gamora, Drax, Rocket, Groot",🟢
7790,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Nova, Mantis, Cosmo",🟢
7791,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7792,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Nebula",🟢
7793,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Nebula, Thor",🟢
7794,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Thanos",🟢
7795,"Star-Lord, Groot, Drax, Gamora, Rocket Raccoon",🟢
7796,Star-Lord,🟢
7797,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Nebula",🟢
7798,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Nebula, Cosmo",🟢
7799,"Groot, Rocket Raccoon",🟢
7800,"Star-Lord, Gamora, Drax the Destroyer, Rocket Raccoon, Groot, Mantis",🟢
7801,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7802,"Star-Lord, Gamora, Drax, Groot, Rocket Raccoon, Cosmo",🟢
7803,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Nebula",🟢
7804,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Adam Warlock",🟢
7805,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Magus",🟢
7806,"Star-Lord, Gamora, Drax, Groot, Rocket Raccoon",🟢
7807,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7808,"Star-Lord, Gamora, Drax the Destroyer",🟢
7809,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7810,Gamora,🟢
7811,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7812,"Star-Lord, Groot, Gamora, Rocket Raccoon, Drax",🟢
7813,Groot,🟢
7814,"Star-Lord, Gamora, Drax, Rocket, Groot",🟢
7815,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7816,"Star-Lord, Rocket Raccoon, Groot, Drax, Gamora",🟢
7817,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Mantis, Moondragon, Cosmo, Beta Ray Bill",🟢
7818,"Star-Lord, Rocket Raccoon",🟢
7819,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7820,"Star-Lord, Gamora, Drax, Rocket, Groot",🟢
7821,"Star-Lord, Rocket Raccoon, Groot, Gamora, Drax the Destroyer",🟢
7822,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7823,"Rocket Raccoon, Star-Lord, Drax, Groot",🟢
7824,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Adam Warlock",🟢
7825,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Nebula",🟢
7826,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7827,"Star-Lord, Groot, Gamora, Rocket Raccoon, Drax the Destroyer",🟢
7828,Hulk,🟢
7829,Star-Lord,🟢
7830,"Star-Lord, Rocket Raccoon, Gamora, Drax, Groot",🟢
7831,"Star-Lord, Rocket Raccoon, Groot, Drax the Destroyer, Gamora",🟢
7832,"Star-Lord, Gamora, Drax the Destroyer, Rocket Raccoon, Groot, Mantis, Yondu, Nebula",🟢
7833,"Groot, Star-Lord, Gamora, Drax, Rocket Raccoon, Adam Warlock",🟢
7834,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7835,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7836,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7837,"Star-Lord, Gamora",🟢
7838,"Drax the Destroyer, Ronan the Accuser, Gamora",🟢
7839,"Star-Lord, Gamora, Drax the Destroyer, Rocket Raccoon, Groot",🟢
7840,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7841,Unknown,🔴
7842,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Nebula",🟢
7843,"Ronan, Groot, Star-Lord, Gamora, Drax",🟢
7844,"Gamora, She-Hulk",🟢
7845,"Rocket Raccoon, Groot, Star-Lord, Drax, Gamora",🟢
7846,"Star-Lord, Thanos",🟢
7847,"Rocket Raccoon, Captain Marvel",🟢
7848,Star-Lord,🟢
7849,"Rocket Raccoon, Deadpool",🟢
7850,Star-Lord,🟢
7851,Star-Lord,🟢
7852,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7853,"Star-Lord, Thanos",🟢
7854,Star-Lord,🟢
7855,"Star-Lord, Gamora, Drax the Destroyer, Rocket Raccoon, Groot",🟢
7856,"Star-Lord, Gamora",🟢
7857,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7858,"Star-Lord, Rocket Raccoon",🟢
7859,"Star-Lord, Black Vortex",🟢
7860,"Star-Lord, Black Costya",🟢
7861,Star-Lord,🟢
7862,Star-Lord,🟢
7863,"Star-Lord, Gamora, Drax, Rocket Raccoon",🟢
7864,Star-Lord,🟢
7865,"Star-Lord, Yondu",🟢
7866,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot",🟢
7867,"Star-Lord, Kitty Pryde",🟢
7868,Star-Lord,🟢
7869,"Rocket Raccoon, Groot, Drax the Destroyer, Gamora, Star-Lord",🟢
7870,Rocket Raccoon,🟢
7871,Rocket Raccoon,🟢
7872,"Rocket Raccoon, Groot",🟢
7873,"Rocket Raccoon, Groot",🟢
7874,Rocket Raccoon,🟢
7875,Rocket Raccoon,🟢
7876,"Rocket Raccoon, Groot",🟢
7877,"Rocket Raccoon, Groot",🟢
7878,"Rocket Raccoon, Groot",🟢
7879,"Rocket Raccoon, Groot",🟢
7880,Rocket Raccoon,🟢
7881,Rocket Raccoon,🟢
7882,"Rocket Raccoon, Groot",🟢
7883,"Rocket Raccoon, Groot",🟢
7884,Groot,🟢
7885,Unknown,🔴
7886,"Groot, Gamora",🟢
7887,Groot,🟢
7888,Groot,🟢
7889,"Groot, Rocket Raccoon",🟢
7890,"Rocket Raccoon, Groot",🟢
7891,"Rocket Raccoon, Groot",🟢
7892,"Rocket Raccoon, Groot",🟢
7893,Gamora,🟢
7894,Gamora,🟢
7895,Gamora,🟢
7896,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Black Bolt, Medusa, Crystal, Triton, Karnak",🟢
7897,"Black Widow, Star-Lord, Gamora, Rocket Raccoon, Drax, Groot",🟢
7898,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Black Vortex, Thane, Ronan",🟢
7899,"Gamora, Star-Lord, Angel, Black Widow",🟢
7900,"Star-Lord, Groot, Rocket Raccoon, Gamora",🟢
7901,Nova,🟢
7902,"Captain Marvel, The Black Vortex",🟢
7903,"Psylocke, Apocalypse",🟢
7904,"Wolverine, Beast, Rogue, Storm, Gambit, Jubilee, Cyclops, Professor X",🟢
7905,"Nova, Aarradorr",🟢
7906,"Nova, Gamora, Rocket Raccoon",🟢
7907,"Star-Lord, Gamora, Drax, Rocket Raccoon, Groot, Thanos",🟢
7908,"Iron Fist, Misty Knight",🟢
7909,"Danny Rand, Luke Cage",🟢
7910,"Iron Fist, The Hand",🟢
7911,"Iron Fist, Black Widow, Wolverine",🟢
7912,"Iron Fist, The Hand",🟢
7913,"Danny Rand, Iron Fist",🟢
7914,"Danny Rand, Iron Fist",🟢
7915,"Iron Fist, Luke Cage",🟢
7916,"Iron Fist, Luke Cage",🟢
7917,Iron Fist,🟢
7918,"Iron Fist, The Hand",🟢
7919,Iron Fist,🟢
7920,"Iron Fist, Luke Cage, Misty Knight, Colleen Wing",🟢
7921,Iron Fist,🟢
7922,Iron Fist,🟢
7923,"Iron Fist, Luke Cage, Misty Knight, Colleen Wing",🟢
7924,"Iron Fist, Luke Cage",🟢
7925,"Iron Fist, Luke Cage",🟢
7926,"Iron Fist, Luke Cage",🟢
7927,"Iron Fist, Colleen Wing",🟢
7928,"Iron Fist, Luke Cage",🟢
7929,"Iron Fist, Luke Cage",🟢
7930,Iron Fist,🟢
7931,"Iron Fist, Orson Randall",🟢
7932,"Iron Fist, Orson Randall, Green Mist of Death",🟢
7933,"Elektra, Fat Cobra, Steel Serpent, Iron Fist, Prince of Orphans, Beautiful Harlot",🟢
7934,Psylocke,🟢
7935,Wolverine,🟢
7936,"Iron Fist, Luke Cage",🟢
7937,"Wolverine, Iron Fist",🟢
7938,"Iron Fist, Luke Cage",🟢
7939,Iron Fist,🟢
7940,"Iron Fist, The Living Weapon",🟢
7941,Iron Fist,🟢
7942,Iron Fist,🟢
7943,"Iron Fist, The Living Weapon",🟢
7944,Iron Fist,🟢
7945,Iron Fist,🟢
7946,"Daredevil, The Iron Fist",🟢
7947,"Iron Fist, The Immortal Weapon",🟢
7948,"Iron Fist, Luke Cage",🟢
7949,Iron Fist,🟢
7950,"Iron Fist, The Hand",🟢
7951,"Iron Fist, Luke Cage",🟢
7952,"Iron Fist, Luke Cage",🟢
7953,"Iron Fist, Daredevil",🟢
7954,Iron Fist,🟢
7955,"Iron Fist, Luke Cage",🟢
7956,"Iron Fist, Luke Cage",🟢
7957,"Iron Fist, Luke Cage, Misty Knight, Colleen Wing",🟢
7958,Iron Fist,🟢
7959,"Iron Fist, Misty Knight, Luke Cage",🟢
7960,Iron Fist,🟢
7961,"Danny Rand, Luke Cage, Iron Fist, Power Man",🟢
7962,"Danny Rand, Luke Cage, Iron Fist",🟢
7963,"Danny Rand, Iron Fist, Shou-Lao",🟢
7964,"Iron Fist, Elektra",🟢
7965,"Power Man, Iron Fist",🟢
7966,"Luke Cage, Iron Fist, Power Man, Misty Knight",🟢
7967,"Luke Cage, Iron Fist",🟢
7968,"Power Man, Iron Fist",🟢
7969,"Power Man, Iron Fist",🟢
7970,"Luke Cage, Iron Fist",🟢
7971,"Iron Fist, Power Man",🟢
7972,"Luke Cage, Danny Rand",🟢
7973,"Power Man, Iron Fist",🟢
7974,Unknown,🔴
7975,"Power Man, Iron Fist",🟢
7976,"Power Man, Iron Fist",🟢
7977,"Power Man, Iron Fist",🟢
7978,"Power Man, Iron Fist",🟢
7979,"Power Man, Iron Fist",🟢
7980,"Luke Cage, Iron Fist, Power Man",🟢
7981,Luke Cage,🟢
7982,Luke Cage,🟢
7983,"Luke Cage, Iron Fist",🟢
7984,Luke Cage,🟢
7985,Luke Cage,🟢
7986,Luke Cage,🟢
7987,Luke Cage,🟢
7988,"Misty Knight, Luke Cage, Colleen Wing, Jessica Jones",🟢
7989,Luke Cage,🟢
7990,Jessica Jones,🟢
7991,Jessica Jones,🟢
7992,Jessica Jones,🟢
7993,Jessica Jones,🟢
7994,Jessica Jones,🟢
7995,Jessica Jones,🟢
7996,"Jessica Jones, Luke Cage",🟢
7997,Jessica Jones,🟢
7998,Jessica Jones,🟢
7999,Jessica Jones,🟢
8000,Jessica Jones,🟢
8001,Jessica Jones,🟢
8002,Jessica Jones,🟢
8003,Jessica Jones,🟢
8004,Jessica Jones,🟢
8005,Jessica Jones,🟢
8006,Jessica Jones,🟢
8007,Jessica Jones,🟢
8008,"Loki, Ghost Rider, Elektra, Punisher",🟢
8009,Storm,🟢
8010,"Thor, Loki, Sif",🟢
8011,"Spider-Man, Hawkeye",🟢
8012,"Spider-Man, War Machine",🟢
8013,"Spider-Man, Ant-Man",🟢
8014,"Hulk, Namor, Doctor Strange, Hulk",🟢
8015,"Doctor Strange, The Hulk, Namor, Silver Surfer, Daredevil",🟢
8016,"Black Cat, Mr. Fantastic, Invisible Woman, Human Torch, The Thing",🟢
8017,"Doctor Strange, Luke Cage",🟢
8018,"Doctor Strange, Hulk, Namor, Iron Fist, Black Panther",🟢
8019,"Doctor Strange, Namor, Hulk, Silver Surfer, Daredevil",🟢
8020,Shang-Chi,🟢
8021,"Shang-Chi, Iron Man",🟢
8022,"Shang-Chi, Sister Dagger",🟢
8023,"Shang-Chi, the Mandarin",🟢
8024,"Shang-Chi, Wong, Katy Chen, Razor Fist",🟢
8025,"Shang-Chi, Thor",🟢
8026,Shang-Chi,🟢
8027,Shang-Chi,🟢
8028,"Shang-Chi, Zheng Zu, Jiang Li, Sir Ben Hamode",🟢
8029,Shang-Chi,🟢
8030,"Shang-Chi, Sister Hammer",🟢
8031,Shang-Chi,🟢
8032,Shang-Chi,🟢
8033,"Shang-Chi, The Mandarin, Ching Hao, Xialing",🟢
8034,Shang-Chi,🟢
8035,"Shang-Chi, Wong, Xialing, Razor Fist, Mandarin",🟢
8036,Shang-Chi,🟢
8037,Shang-Chi,🟢
8038,Shang-Chi,🟢
8039,"Shang-Chi, Spider-Man, The Thing, Doctor Strange, Iron Man",🟢
8040,Spider-Man,🟢
8041,Daredevil,🟢
8042,Hawkeye,🟢
8043,"Scarlett, Roadblock, Lady Jaye, Tunnel Rat, Gung-Ho",🟢
8044,"Scarlett, Snake Eyes, Roadblock, Beachhead, Heavy Duty, Lady Jaye",🟢
8045,Fantastic Four,🟢
8046,Unknown,🔴
8047,"Thanos, Iron Man, Captain America, Thor, Black Widow, Hulk, Hawkeye",🟢
8048,"Infinity Watch, Adam Warlock, Gamora, Drax, Rocket Raccoon, Groot, Star-Lord, Magus",🟢
8049,"Hawkeye, Mockingbird",🟢
8050,"Hawkeye, Mockingbird",🟢
8051,"Hawkeye, Mockingbird",🟢
8052,"Hawkeye, Mockingbird",🟢
8053,"Mockingbird, Hawkeye",🟢
8054,"Rogue, Storm, Jean Grey, Wolverine",🟢
8055,Black Knight,🟢
8056,"Black Knight, Dane Whitman",🟢
8057,"Black Knight, Thor",🟢
8058,"Black Knight, Ebony Blade",🟢
8059,"Black Knight, Ebony Blade",🟢
8060,"Hawkeye, Ronin",🟢
8061,"Jean Grey, Phoenix",🟢
8062,"Blade, Bloodline",🟢
8063,"Rick Deckard, Roy Batty",🟢
8064,"Deckard, Rachael",🟢
8065,"Rick Deckard, Rachael",🟢
8066,Elektra,🟢
8067,"Elektra, The Hand",🟢
8068,Elektra,🟢
8069,The Hand,🟢
8070,"Elektra, The Hand",🟢
8071,"Hawkeye, Ronin",🟢
8072,"Hawkeye, Captain America",🟢
8073,"Hawkeye, Bullseye",🟢
8074,"Hawkeye, Barney Barton",🟢
8075,"Daredevil, Luke Cage",🟢
8076,"Moon Knight, Punisher",🟢
8077,"Nova, Darkhawk",🟢
8078,Elektra,🟢
8079,Moon Knight,🟢
8080,Taskmaster,🟢
8081,"Man-Thing, Swamp Thing",🟢
8082,"Moon Knight, Doctor Doom, Black Widow, Jean Grey, Blue Marvel",🟢
8083,"Daredevil, The Hulk",🟢
8084,"Daredevil, Illuminati, Black Panther, Wolverine, Punisher",🟢
8085,"Daredevil, Elektra, Inhumans, Panther",🟢
8086,"Daredevil, Nick Fury, Elektra, Black Widow, Bullseye",🟢
8087,"Emma Frost, Jean Grey",🟢
8088,Elektra,🟢
8089,Elektra,🟢
8090,Elektra,🟢
8091,Elektra,🟢
8092,Elektra,🟢
8093,Elektra,🟢
8094,Elektra,🟢
8095,"Elektra, Daredevil",🟢
8096,"Black Widow, Hawkeye",🟢
8097,Elektra,🟢
8098,Elektra,🟢
8099,Elektra,🟢
8100,Mockingbird,🟢
8101,"Mockingbird, Black Widow, Phantom Rider",🟢
8102,Mockingbird,🟢
8103,"Mockingbird, Hawkeye",🟢
8104,"Black Widow, Mockingbird",🟢
8105,Unknown,🔴
8106,"Black Widow, Mockingbird",🟢
8107,Hawkeye,🟢
8108,"Hawkeye, Kate Bishop",🟢
8109,Hawkeye,🟢
8110,Hawkeye,🟢
8111,Hawkeye,🟢
8112,Hawkeye,🟢
8113,Kate Bishop,🟢
8114,Hawkeye,🟢
8115,"Hawkeye, Fraction, Aja, Hollingsworth",🟢
8116,Hawkeye,🟢
8117,Hawkeye,🟢
8118,"Hawkeye, Kate Bishop",🟢
8119,Hawkeye,🟢
8120,Hawkeye,🟢
8121,Hawkeye,🟢
8122,Hawkeye,🟢
8123,Hawkeye,🟢
8124,Hawkeye,🟢
8125,Hawkeye,🟢
8126,"Hawkeye, Deadpool",🟢
8127,"Hawkeye, Deadpool",🟢
8128,"Hawkeye, Deadpool",🟢
8129,Hawkeye,🟢
8130,"Hawkeye, Bishop",🟢
8131,Kate Bishop,🟢
8132,"Kate Bishop, America Chavez",🟢
8133,"Kate Bishop, Jessica Jones",🟢
8134,"Hawkeye, Kate Bishop, Clint Barton",🟢
8135,Hawkeye,🟢
8136,"Hawkeye, Bishop",🟢
8137,"Kate Bishop, Clint Barton",🟢
8138,"Hawkeye, Kate Bishop",🟢
8139,"Kate Bishop, Jessica Jones",🟢
8140,"Hawkeye (Kate Bishop), Hawkeye (Clint Barton), Pizza Dog",🟢
8141,"Hawkeye, Black Widow",🟢
8142,Hawkeye,🟢
8143,"Hawkeye, Kate Bishop",🟢
8144,Hawkeye,🟢
